order_id,customer_id,product_id,order_date,quantity,unit_price,payment_method,order_status
ORD-00305,CUST-00335,PROD-0028,2025-03-22,2,9.99,Gift Card,Delivered
ORD-00306,CUST-00061,PROD-0048,2025-03-22,1,9.49,Apple Pay,Cancelled
ORD-00307,CUST-00366,PROD-0024,2025-03-23,1,19.99,Debit Card,Delivered
ORD-00308,CUST-00271,PROD-0026,23-03-2025,1,74.99,Credit Card,Delivered
ORD-00309,CUST-00052,PROD-0009,2025-03-25,2,32.50,Credit Card,Delivered
ORD-00310,CUST-00068,PROD-0038,2025-03-25,1,34.99,Debit Card,Delivered
ORD-00311,CUST-00234,PROD-0045,2025-03-25,1,13.99,Credit Card,Delivered
ORD-00312,CUST-00074,PROD-0048,2025-03-26,1,9.49,Credit Card,Delivered
ORD-00313,CUST-00384,PROD-0027,2025-03-26,2,99.00,Apple Pay,Delivered
ORD-00314,CUST-00179,PROD-0015,2025-03-26,2,84.99,PayPal,Refunded
ORD-00315,CUST-00262,PROD-0001,2025-03-26,3,59.99,Debit Card,Delivered
ORD-00316,CUST-00423,PROD-0048,2025-03-26,1,9.49,Debit Card,Delivered
ORD-00317,CUST-00379,PROD-0009,2025-03-27,1,32.50,Klarna,Cancelled
ORD-00318,CUST-00084,PROD-0044,2025-03-28,1,42.00,Credit Card,Delivered
ORD-00319,CUST-00478,PROD-0007,2025-03-28,5,89.99,Debit Card,Delivered
ORD-00320,CUST-00335,PROD-0024,2025-03-28,1,19.99,Credit Card,Delivered
ORD-00321,CUST-00209,PROD-0016,2025-03-28,2,21.99,Debit Card,Returned
ORD-00322,CUST-00154,PROD-0029,2025-03-28,3,13.49,PayPal,Delivered
ORD-00323,CUST-00390,PROD-0041,2025-03-29,2,12.99,Apple Pay,Returned
ORD-00324,CUST-00458,PROD-0029,2025-03-29,2,13.49,Debit Card,Cancelled
ORD-00325,CUST-00103,PROD-0046,2025-03-29,1,17.99,Credit Card,Delivered
ORD-01574,CUST-00142,PROD-0048,2025-11-13,4,9.49,Credit Card,Delivered
ORD-00326,CUST-00382,PROD-0049,2025-03-29,0,29.99,Credit Card,Delivered
ORD-00327,CUST-00970,PROD-0043,2025-03-29,2,34.99,Apple Pay,Delivered
ORD-00328,CUST-00054,PROD-0026,2025-03-30,3,74.99,Credit Card,Delivered
ORD-00329,CUST-00209,PROD-0021,2025-03-30,4,38.00,Credit Card,Delivered
ORD-00330,CUST-00243,PROD-0041,2025-03-30,1,12.99,Debit Card,Delivered
ORD-00331,CUST-00373,PROD-0041,2025-03-31,1,12.99,Credit Card,Delivered
ORD-00332,CUST-00073,PROD-0029,2025-03-31,4,13.49,PayPal,Delivered
ORD-00333,CUST-00497,PROD-0041,2025-03-31,1,12.99,PayPal,Delivered
ORD-00334,CUST-00423,PROD-0048,31/03/2025,2,9.49,PayPal,Delivered
ORD-00335,CUST-00041,PROD-0048,2025-03-31,2,9.49,Debit Card,Delivered
ORD-00336,CUST-00031,PROD-0024,2025-04-01,4,19.99,Credit Card,Delivered
ORD-00337,CUST-00382,PROD-0023,2025-04-01,1,19.50,Credit Card,Cancelled
ORD-00338,CUST-00218,PROD-0013,2025-04-01,1,18.50,Apple Pay,Delivered
ORD-00339,CUST-00421,PROD-0046,2025-04-01,1,17.99,PayPal,Delivered
ORD-00340,CUST-00029,PROD-0006,2025-04-01,2,14.99,Debit Card,Delivered
ORD-00341,CUST-00481,PROD-0033,2025-04-01,1,24.00,Debit Card,Delivered
ORD-00342,CUST-00112,PROD-0035,2025-04-01,1,18.99,PayPal,Delivered
ORD-00343,CUST-00173,PROD-0024,2025-04-02,2,19.99,PayPal,Delivered
ORD-00344,CUST-00350,PROD-0026,2025-04-02,1,74.99,Debit Card,Delivered
ORD-00345,CUST-00496,PROD-0031,2025-04-03,2,8.99,Debit Card,Delivered
ORD-00346,CUST-00139,PROD-0032,2025-04-03,1,14.99,Credit Card,Returned
ORD-00347,CUST-00196,PROD-0025,2025-04-03,2,17.99,PayPal,Delivered
ORD-00348,CUST-00446,PROD-0049,2025-04-03,2,29.99,Credit Card,Delivered
ORD-00349,CUST-00182,PROD-0017,2025-04-03,2,55.00,Credit Card,Delivered
ORD-00350,CUST-00057,PROD-0046,04-04-2025,1,17.99,Klarna,Delivered
ORD-00351,CUST-00160,PROD-0043,2025-04-04,1,34.99,Credit Card,Delivered
ORD-00352,CUST-00206,PROD-0029,2025-04-04,3,13.49,Apple Pay,Delivered
ORD-00353,CUST-00411,PROD-0043,2025-04-04,2,34.99,Credit Card,Delivered
ORD-00354,CUST-00184,PROD-0017,2025-04-04,1,55.00,Apple Pay,Cancelled
ORD-00355,CUST-00401,PROD-0041,2025-04-04,1,12.99,Credit Card,DELIVERED
ORD-00356,CUST-00412,PROD-0009,2025-04-04,1,32.50,Credit Card,Delivered
ORD-00357,CUST-00421,PROD-0005,2025-04-04,2,129.00,Apple Pay,Delivered
ORD-00358,CUST-00051,PROD-0009,2025-04-04,1,32.50,Credit Card,Delivered
ORD-00359,CUST-00446,PROD-0040,2025-04-05,2,27.50,Credit Card,Delivered
ORD-00360,CUST-00067,PROD-0039,2025-04-05,3,7.49,Debit Card,Returned
ORD-00361,CUST-00444,PROD-0038,2025-04-05,1,34.99,Debit Card,Delivered
ORD-00362,CUST-00405,PROD-0045,2025-04-05,2,13.99,Debit Card,Cancelled
ORD-00363,CUST-00445,PROD-0028,2025-04-05,5,9.99,Credit Card,Cancelled
ORD-00364,CUST-00247,PROD-0015,2025-04-06,5,84.99,Credit Card,Returned
ORD-00365,CUST-00472,PROD-0032,2025-04-07,1,14.99,Debit Card,Delivered
ORD-00366,CUST-00119,PROD-0022,2025-04-07,1,12.99,Debit Card,Delivered
ORD-00367,CUST-00149,PROD-0004,2025-04-07,2,44.99,Credit Card,Delivered
ORD-00885,CUST-00050,PROD-0005,2025-07-20,1,129.00,Credit Card,Delivered
ORD-00368,CUST-00366,PROD-0049,2025-04-07,2,29.99,PayPal,Delivered
ORD-00369,CUST-00408,PROD-0005,2025-04-07,1,129.00,Credit Card,Delivered
ORD-00370,CUST-00148,PROD-0048,2025-04-07,4,9.49,Apple Pay,Delivered
ORD-00371,CUST-00483,PROD-0033,07-04-2025,1,24.00,Credit Card,Delivered
ORD-00372,CUST-00350,PROD-0046,2025-04-07,1,17.99,Credit Card,Delivered
ORD-00373,CUST-00070,PROD-0014,2025-04-07,3,179.00,Credit Card,Delivered
ORD-00374,CUST-00174,PROD-0041,2025-04-08,1,12.99,PayPal,Delivered
ORD-00375,CUST-00070,PROD-0029,2025-04-08,1,13.49,Apple Pay,Delivered
ORD-00376,CUST-00214,PROD-0026,2025-04-08,1,74.99,Apple Pay ,Delivered
ORD-00377,CUST-00172,PROD-0031,2025-04-08,1,8.99,Debit Card,Delivered
ORD-00378,CUST-00108,PROD-0025,2025-04-08,1,17.99,Debit Card,Delivered
ORD-00379,CUST-00416,PROD-0041,2025-04-08,3,12.99,Credit Card,Cancelled
ORD-00380,CUST-00089,PROD-0023,2025-04-08,1,19.50,Debit Card,Delivered
ORD-00381,CUST-00031,PROD-0007,2025-04-09,1,89.99,Credit Card,Delivered
ORD-00382,CUST-00500,PROD-0007,2025-04-09,1,89.99,PayPal,Delivered
ORD-00383,CUST-00296,PROD-0013,2025-04-09,1,18.50,Credit Card,Refunded
ORD-00384,CUST-00404,PROD-0038,2025-04-09,1,34.99,Credit Card,Delivered
ORD-00385,CUST-00068,PROD-0007,2025-04-09,1,89.99,Credit Card,Delivered
ORD-00386,CUST-00402,PROD-0035,2025-04-09,2,18.99,Credit Card,Delivered
ORD-00387,CUST-00024,PROD-0046,2025-04-09,1,17.99,Credit Card,Delivered
ORD-00388,CUST-00478,PROD-0017,2025-04-10,1,55.00,Credit Card,Delivered
ORD-00389,CUST-00270,PROD-0047,2025-04-10,1,23.99,Apple Pay,Delivered
ORD-00390,CUST-00287,PROD-0041,2025-04-10,3,12.99,Credit Card,Delivered
ORD-00391,CUST-00185,PROD-0027,2025-04-10,0,99.00,Credit Card,Delivered
ORD-00392,CUST-00431,PROD-0016,2025-04-10,1,21.99,Debit Card,Delivered
ORD-00393,CUST-00404,PROD-0015,2025-04-10,2,84.99,Credit Card,Delivered
ORD-00546,CUST-00272,PROD-0043,2025-05-10,5,34.99,gift card,Delivered
ORD-00394,CUST-00367,PROD-0020,2025-04-11,3,89.00,Debit Card,Delivered
ORD-00395,CUST-00328,PROD-0043,2025-04-12,2,34.99,Credit Card,Delivered
ORD-00396,CUST-00157,PROD-0035,2025-04-13,4,18.99,Debit Card,Delivered
ORD-00397,CUST-00121,PROD-0021,2025-04-13,3,38.00,,Delivered
ORD-00398,CUST-00188,PROD-0043,2025-04-13,2,34.99,Debit Card,Delivered
ORD-00399,CUST-00033,PROD-0026,2025-04-13,1,74.99,Debit Card,Cancelled
ORD-00400,CUST-00362,PROD-0007,2025-04-13,1,89.99,Debit Card,Delivered
ORD-00401,CUST-00300,PROD-0013,2025-04-13,2,18.50,Apple Pay,Cancelled
ORD-00402,CUST-00149,PROD-0041,2025-04-14,1,12.99,Apple Pay,Returned
ORD-00403,CUST-00167,PROD-0043,2025-04-14,1,34.99,Debit Card,Cancelled
ORD-00404,CUST-00133,PROD-0012,2025-04-14,1,15.99,PayPal,Delivered
ORD-00405,CUST-00224,PROD-0017,2025-04-14,1,55.00,PayPal,Refunded
ORD-00406,CUST-00052,PROD-0040,2025-04-14,2,27.50,Apple Pay,Delivered
ORD-00407,CUST-00006,PROD-0027,2025-04-14,2,99.00,Apple Pay,Delivered
ORD-00408,CUST-00272,PROD-0011,2025-04-14,3,64.00,Credit Card,Delivered
ORD-00409,CUST-00344,PROD-0016,2025-04-14,3,21.99,PayPal,Delivered
ORD-00410,CUST-00052,PROD-0038,2025-04-15,1,34.99,Debit Card,Delivered
ORD-00411,CUST-00155,PROD-0035,2025-04-15,3,18.99,Apple Pay,Delivered
ORD-00412,CUST-00148,PROD-0004,2025-04-16,1,44.99,Klarna,Delivered
ORD-00413,CUST-00344,PROD-0043,2025-04-16,1,34.99,PayPal,Delivered
ORD-00414,CUST-00051,PROD-0015,2025-04-16,3,84.99,Debit Card,Delivered
ORD-00415,CUST-00402,PROD-0001,2025-04-16,5,59.99,PayPal,Delivered
ORD-00416,CUST-00483,PROD-0029,2025-04-17,1,13.49,Credit Card,Delivered
ORD-00417,CUST-00227,PROD-0004,2025-04-17,1,44.99,PayPal,Delivered
ORD-00418,CUST-00438,PROD-0002,2025-04-17,1,24.99, Debit Card,Delivered
ORD-00419,CUST-00351,PROD-0017,2025-04-18,2,55.00,Credit Card,Delivered
ORD-00420,CUST-00122,PROD-0037,2025-04-18,1,16.99,Klarna,Refunded
ORD-00421,CUST-00102,PROD-0006,2025-04-18,3,14.99,Debit Card,Delivered
ORD-00422,CUST-00332,PROD-0024,2025-04-18,4,19.99,,Delivered
ORD-00423,CUST-00391,PROD-0046,2025-04-18,2,17.99,Apple Pay,Delivered
ORD-00424,CUST-00272,PROD-0049,2025-04-19,1,29.99,Apple Pay,Delivered
ORD-00425,CUST-00267,PROD-0049,2025-04-19,1,29.99,Debit Card,Delivered
ORD-00426,CUST-00024,PROD-0013,2025-04-19,1,18.50,Debit Card,Delivered
ORD-00427,CUST-00071,PROD-0017,2025-04-19,1,55.00,PayPal,Delivered
ORD-00428,CUST-00026,PROD-0048,2025-04-19,1,9.49,Debit Card,Delivered
ORD-00429,CUST-00234,PROD-0025,20-04-2025,1,17.99,PayPal,Delivered
ORD-00430,CUST-00287,PROD-0048,2025-04-20,1,9.49,Debit Card,Delivered
ORD-00431,CUST-00404,PROD-0040,2025-04-20,1,27.50,Credit Card,Delivered
ORD-00432,CUST-00209,PROD-0050,2025-04-20,1,21.00,Credit Card,Delivered
ORD-00433,CUST-00481,PROD-0017,2025-04-20,3,55.00,Credit Card,Delivered
ORD-00434,CUST-00437,PROD-0041,2025-04-20,1,12.99,PayPal,Delivered
ORD-00435,CUST-00122,PROD-0001,2025-04-21,1,59.99,Credit Card,Delivered
ORD-00436,CUST-00223,PROD-0042,2025-04-21,1,26.99,Debit Card,Delivered
ORD-00437,CUST-00317,PROD-0041,2025-04-22,1,12.99,Apple Pay,Cancelled
ORD-00438,CUST-00182,PROD-0048,2025-04-22,1,9.49,Credit Card,Delivered
ORD-00439,CUST-00331,PROD-0044,2025-04-22,2,42.00,Credit Card,Delivered
ORD-00440,CUST-00051,PROD-0041,2025-04-22,1,12.99,Credit Card,Delivered
ORD-00441,CUST-00084,PROD-0045,22-04-2025,1,13.99,PayPal,Returned
ORD-00442,CUST-00090,PROD-0024,2025-04-22,3,19.99,Klarna,Delivered
ORD-00443,CUST-00328,PROD-0018,2025-04-23,3,79.99,Debit Card,Delivered
ORD-00444,CUST-00139,PROD-0021,2025-04-23,2,38.00,Credit Card,Delivered
ORD-00445,CUST-00236,PROD-0040,2025-04-23,1,27.50,Apple Pay,Delivered
ORD-00446,CUST-00180,PROD-0041,2025-04-23,1,12.99,Debit Card,Delivered
ORD-00447,CUST-00405,PROD-0046,2025-04-23,1,17.99,Apple Pay,Delivered
ORD-00448,CUST-00209,PROD-0006,2025-04-23,1,14.99,PayPal,Delivered
ORD-00449,CUST-00204,PROD-0048,2025-04-23,1,9.49,Credit Card,Delivered
ORD-00450,CUST-00406,PROD-0048,2025-04-24,2,9.49,Debit Card,Delivered
ORD-00451,CUST-00122,PROD-0048,2025-04-24,1,9.49,Debit Card,Delivered
ORD-00452,CUST-00053,PROD-0022,2025-04-24,1,12.99,Credit Card,Refunded
ORD-00453,CUST-00020,PROD-0013,2025-04-24,1,18.50,Gift Card, Delivered
ORD-00454,CUST-00014,PROD-0046,2025-04-24,1,17.99,PayPal,Delivered
ORD-00455,CUST-00122,PROD-0041,24/04/2025,2,12.99,Debit Card,Delivered
ORD-00456,CUST-00371,PROD-0009,2025-04-24,1,32.50,PayPal,Delivered
ORD-00457,CUST-00087,PROD-0049,2025-04-25,1,29.99,Credit Card,Delivered
ORD-00458,CUST-00366,PROD-0032,2025-04-25,3,14.99,Apple Pay,Delivered
ORD-00459,CUST-00161,PROD-0020,2025-04-25,1,89.00,Credit Card,Delivered
ORD-00460,CUST-00142,PROD-0026,2025-04-25,2,74.99,Debit Card,Delivered
ORD-00461,CUST-00196,PROD-0046,2025-04-25,1,17.99,Apple Pay,Delivered
ORD-00462,CUST-00073,PROD-0048,2025-04-25,1,9.49,Credit Card,Delivered
ORD-00463,,PROD-0046,2025-04-25,2,17.99,Klarna,Cancelled
ORD-00464,CUST-00414,PROD-0043,2025-04-25,1,34.99,Credit Card,Delivered
ORD-00465,CUST-00122,PROD-0036,2025-04-26,1,11.50,Credit Card,Returned
ORD-00466,CUST-00234,PROD-0028,2025-04-26,2,9.99,Debit Card,Refunded
ORD-00467,CUST-00115,PROD-0019,2025-04-26,1,24.00,Debit Card,Cancelled
ORD-00468,CUST-00110,PROD-0023,2025-04-26,2,19.50,PayPal,Delivered
ORD-00469,CUST-00030,PROD-0043,2025-04-26,1,34.99,Debit Card,Delivered
ORD-00470,CUST-00389,PROD-0044,2025-04-27,1,42.00,Apple Pay,Delivered
ORD-00471,CUST-00407,PROD-0011,2025-04-27,1,64.00,PayPal,Delivered
ORD-00472,CUST-00147,PROD-0017,2025-04-27,1,55.00,Credit Card,Delivered
ORD-00473,CUST-00115,PROD-0004,2025-04-27,5,44.99,Klarna,Delivered
ORD-00474,CUST-00087,PROD-0048,2025-04-27,5,9.49,PayPal,Delivered
ORD-00475,CUST-00116,PROD-0002,2025-04-27,1,24.99,credit card,Returned
ORD-00476,CUST-00401,PROD-0006,2025-04-28,1,14.99,PayPal,Delivered
ORD-00477,CUST-00453,PROD-0017,2025-04-28,1,55.00,PayPal,Delivered
ORD-00478,CUST-00120,PROD-0041,2025-04-28,1,12.99,Debit Card,Delivered
ORD-00479,CUST-00434,PROD-0032,2025-04-28,1,14.99,Credit Card,Delivered
ORD-00480,CUST-00357,PROD-0008,2025-04-28,1,94.99,PayPal,Refunded
ORD-00481,CUST-00008,PROD-0032,2025-04-28,1,14.99,Apple Pay,Returned
ORD-00482,CUST-00416,PROD-0016,2025-04-28,1,21.99,Klarna,Delivered
ORD-00483,CUST-00305,PROD-0033,2025-04-29,1,24.00,Debit Card,Delivered
ORD-00484,CUST-00008,PROD-0033,2025-04-29,1,24.00,,Delivered
ORD-00485,CUST-00219,PROD-0041,2025-04-29,1,12.99,,Delivered
ORD-00486,CUST-00096,PROD-0040,2025-04-29,1,27.50,Debit Card,Returned
ORD-00487,CUST-00444,PROD-0046,2025-04-30,1,17.99,Credit Card,Delivered
ORD-00488,CUST-00051,PROD-0009,2025-04-30,1,32.50,Credit Card,Delivered
ORD-00489,CUST-00396,PROD-0029,30-04-2025,2,13.49,PayPal,Delivered
ORD-00490,CUST-00412,PROD-0026,30-04-2025,1,74.99,Credit Card,Delivered
ORD-00491,CUST-00481,PROD-0048,2025-04-30,3,9.49,PayPal,Delivered
ORD-00492,CUST-00380,PROD-0048,2025-05-01,1,9.49,Credit Card,Delivered
ORD-00493,CUST-00220,PROD-0041,2025-05-01,1,12.99,Debit Card,Delivered
ORD-00494,CUST-00006,PROD-0020,2025-05-01,1,89.00,Credit Card,Delivered
ORD-00495,CUST-00093,PROD-0004,2025-05-01,1,44.99,PayPal,Delivered
ORD-00496,CUST-00444,PROD-0047,2025-05-02,1,23.99,Apple Pay,Delivered
ORD-00497,CUST-00412,PROD-0044,2025-05-02,5,42.00,Apple Pay,Delivered
ORD-00498,CUST-00271,PROD-0026,2025-05-02,2,74.99,PayPal,Delivered
ORD-00499,CUST-00423,PROD-0041,2025-05-02,2,12.99,Credit Card,Cancelled
ORD-00500,CUST-00404,PROD-0026,02-05-2025,1,74.99,Credit Card,Delivered
ORD-00501,CUST-00265,PROD-0027,2025-05-03,3,99.00,Credit Card,Returned
ORD-00502,CUST-00209,PROD-0048,2025-05-03,1,9.49,Gift Card,Delivered
ORD-00503,CUST-00404,PROD-0048,2025-05-03,2,9.49,Klarna,Cancelled
ORD-00504,CUST-00167,PROD-0033,2025-05-03,1,24.00,Apple Pay,Delivered
ORD-00505,CUST-00472,PROD-0035,2025-05-03,1,18.99,PayPal,Delivered
ORD-00506,CUST-00287,PROD-0032,2025-05-04,2,14.99,Credit Card,Delivered
ORD-00507,CUST-00404,PROD-0041,04/05/2025,1,12.99,Debit Card,Delivered
ORD-00508,CUST-00332,PROD-0008,2025-05-04,3,94.99,apple pay,Delivered
ORD-00509,CUST-00263,PROD-0046,2025-05-04,1,17.99,Debit Card,Delivered
ORD-00510,CUST-00253,PROD-0009,2025-05-04,1,32.50,Gift Card,Refunded
ORD-00511,CUST-00383,PROD-0048,2025-05-04,2,9.49,Credit Card,Delivered
ORD-00512,CUST-00305,PROD-0028,2025-05-04,3,9.99,Credit Card,Delivered
ORD-00513,CUST-00496,PROD-0043,2025-05-04,1,34.99,Apple Pay,Delivered
ORD-00514,CUST-00244,PROD-0046,2025-05-04,1,17.99,Debit Card,Delivered
ORD-00515,CUST-00357,PROD-0034,2025-05-05,1,29.99,Klarna,Delivered
ORD-00516,CUST-00500,PROD-0004,2025-05-05,1,44.99,Credit Card,Delivered
ORD-00517,CUST-00412,PROD-0033,2025-05-05,1,24.00,Credit Card,Delivered
ORD-00518,CUST-00416,PROD-0002,2025-05-05,2,24.99,PayPal,Delivered
ORD-00519,CUST-00415,PROD-0038,2025-05-05,1,34.99,Apple Pay,Delivered
ORD-00520,CUST-00479,PROD-0048,05/05/2025,1,9.49,PayPal,Delivered
ORD-00521,CUST-00121,PROD-0046,2025-05-06,2,17.99,PayPal,Delivered
ORD-00522,CUST-00300,PROD-0041,2025-05-06,1,12.99,PayPal,Delivered
ORD-00523,CUST-00019,PROD-0046,2025-05-06,1,17.99,Credit Card,Delivered
ORD-00524,CUST-00310,PROD-0037,2025-05-06,1,16.99,Debit Card,Delivered
ORD-00525,CUST-00444,PROD-0013,2025-05-06,1,18.50,Debit Card,Delivered
ORD-00526,CUST-00251,PROD-0013,2025-05-07,1,18.50,Credit Card,Delivered
ORD-00527,CUST-00336,PROD-0041,2025-05-07,3,12.99,Credit Card,Delivered
ORD-00528,CUST-00209,PROD-0033,2025-05-07,1,24.00,Debit Card,Delivered
ORD-00529,CUST-00437,PROD-0029,2025-05-07,1,13.49,Debit Card,Delivered
ORD-00530,CUST-00474,PROD-0005,2025-05-07,1,129.00,Apple Pay,Delivered
ORD-00531,CUST-00310,PROD-0017,2025-05-07,1,55.00,Credit Card,Delivered
ORD-00532,CUST-00137,PROD-0014,2025-05-07,1,179.00,,Delivered
ORD-00533,CUST-00175,PROD-0015,2025-05-07,1,84.99,Debit Card,Delivered
ORD-00534,CUST-00472,PROD-0048,2025-05-08,1,9.49,Credit Card,Delivered
ORD-00535,CUST-00190,PROD-0011,2025-05-08,1,64.00,Debit Card,Delivered
ORD-00536,CUST-00218,PROD-0038,2025-05-08,1,34.99,Debit Card,Delivered
ORD-00537,CUST-00051,PROD-0009,2025-05-08,1,32.50,Credit Card,Delivered
ORD-00538,CUST-00254,PROD-0017,09-05-2025,1,55.00,Credit Card,Delivered
ORD-00539,CUST-00404,PROD-0046,2025-05-09,4,17.99,Credit Card,Delivered
ORD-00540,CUST-00391,PROD-0046,2025-05-09,3,17.99,Gift Card,Delivered
ORD-00541,CUST-00112,PROD-0043,2025-05-10,2,34.99,Credit Card,Delivered
ORD-00542,CUST-00183,PROD-0014,2025-05-10,2,179.00,Klarna,Delivered
ORD-00543,CUST-00179,PROD-0011,2025-05-10,1,64.00,Debit Card,Delivered
ORD-00544,CUST-00356,PROD-0005,2025-05-10,1,129.00,Credit Card,Delivered
ORD-00545,CUST-00277,PROD-0026,2025-05-10,1,74.99,Credit Card,Delivered
ORD-00546,CUST-00272,PROD-0043,2025-05-10,5,34.99,Gift Card,Delivered
ORD-00547,CUST-00444,PROD-0040,2025-05-11,3,27.50,Apple Pay,Returned
ORD-00548,CUST-00323,PROD-0019,2025-05-11,1,24.00,Apple Pay,Cancelled
ORD-00549,CUST-00224,PROD-0032,2025-05-11,1,14.99,Apple Pay,Delivered
ORD-00550,CUST-00498,PROD-0029,2025-05-12,1,13.49,Debit Card,Refunded
ORD-00551,CUST-00127,PROD-0026,2025-05-12,1,74.99,Debit Card,Delivered
ORD-00552,CUST-00047,PROD-0040,2025-05-12,1,27.50,Credit Card,Delivered
ORD-00553,CUST-00184,PROD-0046,2025-05-13,1,17.99,PayPal,Delivered
ORD-00554,CUST-00174,PROD-0048,2025-05-13,2,9.49,PayPal,Delivered
ORD-00555,CUST-00182,PROD-0002,2025-05-13,3,24.99,Debit Card,Refunded
ORD-00556,CUST-00407,PROD-0003,2025-05-13,1,39.99,Apple Pay,Delivered
ORD-00557,CUST-00481,PROD-0026,2025-05-14,2,74.99,Credit Card,Refunded
ORD-00558,CUST-00087,PROD-0046,2025-05-14,2,17.99,Debit Card,Delivered
ORD-00559,CUST-00154,PROD-0032,2025-05-15,2,14.99,Credit Card,Delivered
ORD-00560,CUST-00317,PROD-0043,2025-05-15,3,34.99,Debit Card,Delivered
ORD-00561,CUST-00268,PROD-0048,2025-05-15,2,9.49,Credit Card,Cancelled
ORD-00562,CUST-00052,PROD-0040,2025-05-15,1,27.50,PayPal,Delivered
ORD-00563,CUST-00479,PROD-0007,2025-05-16,1,89.99,Debit Card,Delivered
ORD-00564,CUST-00227,PROD-0032,2025-05-16,1,14.99,Credit Card,Delivered
ORD-00565,CUST-00072,PROD-0009,2025-05-16,1,32.50,Debit Card,Delivered
ORD-00566,CUST-00254,PROD-0017,2025-05-16,1,55.00,Apple Pay,Delivered
ORD-00567,CUST-00072,PROD-0037,2025-05-17,1,16.99,Debit Card,Delivered
ORD-00568,CUST-00145,PROD-0029,2025-05-17,2,13.49,Debit Card,Delivered
ORD-00569,CUST-00105,PROD-0046,2025-05-17,2,17.99,PayPal,Delivered
ORD-00570,CUST-00431,PROD-0001,2025-05-18,1,59.99,PayPal,Delivered
ORD-00571,CUST-00078,PROD-0042,2025-05-18,2,26.99,Credit Card,Cancelled
ORD-00572,CUST-00161,PROD-0024,2025-05-19,2,19.99,Debit Card,Cancelled
ORD-00573,CUST-00219,PROD-0029,2025-05-19,2,13.49,Klarna,Delivered
ORD-00574,CUST-00390,PROD-0008,2025-05-19,1,94.99,Gift Card,Delivered
ORD-00575,CUST-00379,PROD-0005,2025-05-19,1,129.00,Credit Card,Cancelled
ORD-00576,CUST-00160,PROD-0025,2025-05-19,2,17.99,Apple Pay,Delivered
ORD-00577,CUST-00251,PROD-0026,2025-05-19,2,74.99,Credit Card,Delivered
ORD-00578,CUST-00023,PROD-0050,2025-05-20,3,21.00,Debit Card,Delivered
ORD-00579,CUST-00404,PROD-0040,2025-05-20,2,27.50,Credit Card,Delivered
ORD-00580,CUST-00223,PROD-0021,2025-05-20,1,38.00,Klarna,Cancelled
ORD-00581,CUST-00417,PROD-0025,2025-05-20,5,17.99,PayPal,Cancelled
ORD-00582,CUST-00437,PROD-0023,2025-05-20,1,19.50,Klarna,Delivered
ORD-00583,CUST-00251,PROD-0002,2025-05-20,1,24.99,Debit Card,Refunded
ORD-00584,CUST-00385,PROD-0024,2025-05-21,2,19.99,Credit Card,Delivered
ORD-00585,CUST-00398,PROD-0004,2025-05-21,5,44.99,Credit Card,Returned
ORD-00586,CUST-00209,PROD-0041,2025-05-21,1,12.99,Klarna,Delivered
ORD-00587,CUST-00372,PROD-0040,2025-05-21,2,27.50,PayPal,Delivered
ORD-00588,CUST-00402,PROD-0048,2025-05-21,1,9.49,Debit Card,Delivered
ORD-00589,CUST-00174,PROD-0002,2025-05-21,1,24.99,Klarna,Delivered
ORD-00590,CUST-00270,PROD-0039,2025-05-22,5,7.49,PayPal,Cancelled
ORD-00591,CUST-00187,PROD-0017,2025-05-22,2,55.00,Credit Card,Delivered
ORD-00592,CUST-00051,PROD-0038,2025-05-22,1,34.99,PayPal,Delivered
ORD-00593,CUST-00175,PROD-0043,2025-05-23,2,34.99,Apple Pay,Cancelled
ORD-00594,CUST-00428,PROD-0014,2025-05-23,1,179.00,PayPal,Cancelled
ORD-00595,CUST-00033,PROD-0040,2025-05-23,1,27.50,Debit Card,Delivered
ORD-00596,CUST-00460,PROD-0046,2025-05-24,0,17.99,Debit Card,Delivered
ORD-00597,CUST-00253,PROD-0026,2025-05-24,1,74.99,PayPal,Delivered
ORD-00598,CUST-00089,PROD-0046,2025-05-24,4,17.99,Credit Card,Cancelled
ORD-00599,CUST-00481,PROD-0013,2025-05-24,5,18.50,Credit Card,Delivered
ORD-00600,CUST-00351,PROD-0014,2025-05-24,1,179.00,Debit Card,Delivered
ORD-00601,CUST-00310,PROD-0024,2025-05-24,1,19.99,PayPal,Delivered
ORD-00602,CUST-00285,PROD-0040,2025-05-24,1,27.50,Klarna,Delivered
ORD-00603,CUST-00209,PROD-0018,2025-05-24,1,79.99,PayPal,Delivered
ORD-00604,CUST-00182,PROD-0032,2025-05-24,1,14.99,Debit Card,Returned
ORD-00605,CUST-00265,PROD-0009,2025-05-25,-1,32.50,PayPal,Delivered
ORD-00606,CUST-00425,PROD-0014,2025-05-25,1,179.00,Credit Card,Delivered
ORD-00607,CUST-00445,PROD-0029,2025-05-25,1,13.49,Debit Card,Delivered
ORD-00608,CUST-00140,PROD-0012,2025-05-25,1,15.99,PayPal,Refunded
ORD-00609,CUST-00409,PROD-0040,2025-05-25,1,27.50,Debit Card,Delivered
ORD-00610,CUST-00371,PROD-0037,2025-05-26,1,16.99,Apple Pay,Delivered
ORD-00611,CUST-00214,PROD-0023,2025-05-26,2,19.50,Apple Pay,Delivered
ORD-00612,CUST-00328,PROD-0024,2025-05-26,1,19.99,Credit Card,Delivered
